content,score,cleaned_content,sentiment
Ecommerce paling lambat response keluhan customer...bad..slow response..e commerce terburuk yang pernah ada..Harusnya tokopedia quick response kalau pengiriman diluar kewajaran..diluar estimasi..jangan nunggu dikomplain..payah..yang dirugikan seller dan pembeli..Hapus tokopedia jangan pernah pakai tokopedia..konsumen selalu dirugikan.. #tokopedia#ecommerce yg merugikan konsumen,1,ecommerce lambat response keluh customerbadslow responsee commerce buruk adaharusnya tokopedia quick response kirim luar kewajarandiluar estimasijangan nunggu dikomplainpayahyang rugi seller pembelihapus tokopedia pakai tokopediakonsumen rugi tokopediaecommerce yg rugi konsumen,negatif
bagus,5,bagus,netral
Ok,5,oke,positif
Aplikasi yang bagus,5,aplikasi bagus,negatif
"thank u so much tokopedia ! banyak promo nya, gak ribet, pengirimannya cepat, ga banyak lag, lovee tokopedia so muchh <33",5,thank so much tokopedia promo nya ribet kirim cepat lag lovee tokopedia so muchh,positif
Ok,5,oke,positif
"Tolong ya, ini saya ngajuin komplen kok loading mulu. Jelek bangettt",1,tolong ya ngajuin komplen loading mulu jelek bangettt,netral
"solutif, ada transaksi gagal di atas 10 juta langsung dikembalikan kurang dari 1 jam.",5,solutif transaksi gagal juta langsung kembali jam,positif
Vouchernya makin ngaco,1,vouchernya ngaco,netral
"Pengalaman yang sangat buruk, management nya sangat buruk, malah prioritaskan penjual dari pada pembeli, penjual adalah kontrak, pembeli adalah tamu yang layak di hormati, harap kebijakan systemnya di benahi",1,alam buruk management nya buruk prioritas jual beli jual kontrak beli tamu layak hormat harap bijak systemnya benah,netral
bguss asa vocer setiap hario sukaa bgttt,5,bguss asa vocer hario sukaa bgttt,netral
"Tokopedia emng diskon nya gede awal² pengguna baru, tapi kurir² nya itu loh lamaa bangett kalo ngirimm bisa sampe nunggu 2mingguan pesen basreng aja 2 Minggu baru sampee haduhh ganti² aja tuh kurirnyaa",1,tokopedia emng diskon nya gede awal guna kurir nya loh lamaa bangett kalo ngirimm sampe nunggu minggu sen basreng aja minggu sampee haduhh ganti aja tuh kurirnyaa,positif
Ok,5,oke,positif
Notifikasinya gak umum. Mengganggu. Perdetik pasti selalu ada notifikasi.,1,notifikasi ganggu detik notifikasi,negatif
"Pusat komplain tokopedia membuat keputusan sepihak yang banyak meugikan konsumen , saya rugi jutaan rupiah gara2 aplikasi ini tidak berlaku adil terhadap pelanggan , jadi saya tidak pernah pake aplikasi sampah ini",1,pusat komplain tokopedia putus meugikan konsumen rugi juta rupiah gara aplikasi laku adil langgan pake aplikasi sampah,negatif
Dapet kupon,5,dapet kupon,positif
"Sy pke Tokopedia udh lama, tp skrg jd nyebelin. Dulu, pesan ke penjual bs dihapus, skrng nggak. Kadang ada notif, tp pas dicek kosong. Fitur liat penjual aktif/nggaknya jg hilang, kasih ruang buat penjual nakal. Di app lain, pesan & notif bs dihapus, status aktif penjual ada. Brg yg dicari di Tokopedia sering ga ada, tp di app lain malah ada, mgkn krn penjual lbh bnyk. Kalo update, jgn cuma ubah tampilan, tp jg perbaiki masalah penjual nakal & balikin fitur2 yg dulu ada.",1,sy pke tokopedia skrg nyebelin pesan jual hapus skrng kadang notif pas cek kosong fitur liat jual aktifnggaknya hilang kasih ruang jual nakal app pesan notif hapus status aktif jual brg yg cari tokopedia app mgkn krn jual lbh bnyk kalo update ubah tampil baik jual nakal balikin fitur yg,negatif
"Teruntuk TOKOPEDIA. please lahhh jangan pake ekspedisi yang ngga sat sat. Pake J&T EXPRESS atau JNE REG aja bisa ngga??? Paketku lohh ga dikirim kirim. Masa iyaa kudu ambil sendiri terus. Di daerahku pake ekspedisi (ID EXPRESS, NINJA, SI CEPAT Tuh kurang RECOMMEND Yaa) tolong di perbaiki. Terimakasih!",3,untuk tokopedia please lahhh pake ekspedisi sat sat pake jt express jne reg aja paket lohh kirim kirim iyaa kudu ambil daerah pake ekspedisi id express ninja si cepat tuh recommend yaa tolong baik terimakasih,positif
Mudah dicari tapi suka salah saya pernah beli barang free 1dp 2 beda warna janjinya ternyata lain dg jg diminta,5,mudah cari suka salah beli barang free dp beda warna janji dg,negatif
oke,5,oke,positif
"Gak jelas ni tokped lama2, barang di tulisnya promo, pas checkout, harganya knapa jadi berubah, mahal bgt, mending tulis aja harga asli, jgn ngecoh, bikin males lama2",1,ni tokped barang tulis promo pas checkout harga knapa ubah mahal bgt mending tulis aja harga asli ngecoh bikin males,positif
Tokopedia mang oie,5,tokopedia mang oie,netral
tampilan makin aneh jadi lemot,1,tampil aneh lot,negatif
memuaskan. puasa belanja di tokopedia,5,muas puasa belanja tokopedia,netral
"Banyak barang 18+ tidak sesuai sama barang yang di cari mana ga bisa dihilangin lagi, jadi perih mata saya😒 mohon diperbaiki",2,barang sesuai barang cari dihilangin perih mata mohon baik,negatif
tokped keren...,5,tokped keren,netral
"Ketika lgi berselancar di tokped lama kelamaan jdi lemot memuat produk, pdhl sinyal dan data aman",3,lgi selancar tokped lot muat produk pdhl sinyal data aman,negatif
Lama banget pengiriman nya udah 10 hari ga sampe-sampe trus masa ada asuransi pengiriman nya mana gede lagi ga sesuai dengan harga di aplikasi nya.,1,banget kirim nya sampesampe trus asuransi kirim nya gede sesuai harga aplikasi nya,positif
PAKET LAMA DIKIRIM TIDAK SESUAI ESTIMASI DAN RIWAYAT PERJALANAN PAKET NYANGKUT,1,paket kirim sesuai estimasi riwayat jalan paket nyangkut,positif
Ok,5,oke,positif
"Nyesel kecewa sama apk ini ,saya tarik dana dari saldo tokped udah dari tgl 4 sampe tgl 9 ga ada uang masuk ke rekening . Estimasi pertama 1x24 jam . Terus mundur lagi 3x24 jam Mundur lagi sampe bulan 8 jam 23.59 .gada uang masuk ke rekening . PARAH!!!!",1,nyesel kecewa apk tarik dana saldo tokped tanggal sampe tanggal uang masuk rekening estimasi x jam mundur x jam mundur sampe jam gada uang masuk rekening parah,negatif
Bunga gopay leher mencekik bagi kaum kebawah kayk saya telat sehari denda 50rb aplikasi lain itu 2 bulan cumak 20rb dendanya,1,bunga gopay leher cekik kaum bawah kayk telat hari denda rb aplikasi cumak rb denda,netral
semoga menjadi amanah,5,moga amanah,positif
good tokopediq emang the best dr toko online lainya👍👍👍👍,5,good tokopediq emang the best dr toko online lai,positif
mantap,5,mantap,positif
Sy msh perdana di sini,5,sy msh perdana,netral
banyak gratis ongkir,5,gratis ongkir,positif
Bagus,5,bagus,netral
cepat mudah terpercaya,5,cepat mudah percaya,positif
Ada apa dng Tokopedia... Ada bnyk Promo dan voucer tp tdk bs di gunakan..,5,dng tokopedia bnyk promo voucer,positif
"Mulai maret 2025 tiap kali mau CO selalu error, berulang-ulang refresh, udh cek upgrade apk jg jd bikin gak nyaman sbg customer yg udh lama banget gunain Tokopedia, ada apa ini? Apa bakalan ikutan tutup jg Tokopedia?",1,maret kali co error berulangulang refresh cek upgrade apk bikin nyaman sbg customer yg banget gunain tokopedia ikut tutup tokopedia,negatif
"Sangat tidak bertanggung jawab,,uang saya di aplikasi dana hilang 300rb riwayatnya transaksi sama Tokopedia,setelah di cek di aplikasi tidak ada transaksi sama sekali,,kenapa bisa begitu",1,tanggung jawabuang aplikasi dana hilang rb riwayat transaksi tokopediasetelah cek aplikasi transaksi sekalikenapa,negatif
"Suruh update trus giliran d update cuma muter"" doang ,lama instalnya",2,suruh update trus gilir d update muter doang instalnya,negatif
"kemarin beli barang seharga 440rb pembayaran memakai QRIS, sudah saya transfer tapi status pembayaran masih menunggu, sudah saya tunggu sampai akhir batas pembayaran malah pesanan saya menghilang/tidak ada, sudah hubungi CS malah dibikin pusing sendiri. tolong min apabila bisa direfund dananya bisa hub email saya, saya punya bukti tf lengkap🙏",1,kemarin beli barang harga rb bayar pakai qris transfer status bayar tunggu tunggu batas bayar pesan menghilangtidak hubung cs bikin pusing tolong min direfund dana hub email bukti tf lengkap,negatif
sangat membantu apabila di toped ada saldo refund,5,bantu toped saldo refund,positif
ok sip,5,oke sip,positif
"Mantap bonusnya, harga terjangkau smua lapisan bawah🤳💪 bebas ongkir dan mutu original tapi toup saldo sulit 🖐️ coin/poin",1,mantap bonus harga jangkau smua lapis bebas ongkir mutu original toup saldo sulit coinpoin,positif
marketplace favorit,5,marketplace favorit,netral
sangat mudah bayar pakai dana,5,mudah bayar pakai dana,positif
"Tokopedia mantapp,baru pertama belanja murah poll...terimah kasih Tokopedia sudah membantu kebutuhan rumah dengan harga murah.. Alhamdulillah...",5,tokopedia mantappbaru belanja murah pollterimah kasih tokopedia bantu butuh rumah harga murah alhamdulillah,positif
harus nya aplikasi nya di update 5 bulan sekali aja masa harus seminggu sekali di update,2,nya aplikasi nya update aja minggu update,netral
"mending update UI ecommerce kaya shopee lebih menarik sumpah , sebagai pembeli jujur gue agak kecewa baik dgn seller - kurir & penanganan lemodd ala toped kalian team IT belahar gih dri pesaing malu 😒 hospitality keren si orangee 😆",1,mending update ui ecommerce kaya shopee tarik sumpah beli jujur kecewa dgn seller kurir tangan lemodd ala toped team it bahar gih dri saing malu hospitality keren si orangee,positif
good job,5,good job,positif
"banyan pilihan produknya, pengiriman cepat. tokopedia joss",5,banyan pilih produk kirim cepat tokopedia joss,positif
Jelek aplikasinya dan jrg diskon kyk dlu,3,jelek aplikasi jrg diskon kyk dlu,negatif
Aplikasinya mantul,5,aplikasi mantul,negatif
Belanja lebih mudah,5,belanja mudah,netral
ok,5,oke,positif
promosonya bagus,5,promosonya bagus,netral
bagusss,4,bagusss,netral
saran harusnya ada login tiktok,2,saran login tiktok,netral
Kalian kalo ada toko yg ga aktif kasih tau pembeli dong. Kasih warn toko ini tidak aktif sekian hari. Kalah sm oren. 4 hari ga aktif aja juga pembeli dikasih tau. Ini udah pesan. Udah bayar. Taunya penjualnya ghoib. Byk bgt seller2 ijo yg ghoib. Tetep aktif itu tokonya. Ga di non aktifin.,3,kalo toko yg aktif kasih beli kasih warn toko aktif sekian kalah sm oren aktif aja beli kasih pesan bayar tau jual ghoib byk bgt seller ijo yg ghoib tetep aktif toko non aktifin,netral
Hati hati aplikasi ini penipu,1,hati hati aplikasi tipu,negatif
"di Samsung Galaxy A55 5G aplikasi Tokipedia tidak bisa melihat detail produk, setiap klik Produk tampilan layar hanya putih kosong saja.",1,samsung galaxy a aplikasi tokipedia detail produk klik produk tampil layar putih kosong,netral
Ok,4,oke,positif
Tolong kembalikan tenoe cicil 12 bulan saya😭,1,tolong kembali tenoe cicil,netral
not bad bro,3,not bad bro,negatif
Good apps,5,good apps,positif
"Banyak toko ga amanah, 2 transaksi ga diproses, voucher angus semua, hati hati aja, kayanya emg udh kerja sama sih sama pihak developer.",1,toko amanah transaksi proses voucher angus hati hati aja kaya kerja sih developer,positif
semoga amanah barangnya aku tunggu,5,moga amanah barang tunggu,positif
mantap,5,mantap,positif
ka tokped kenapa pemak\ian dibatasi limit padahal limit ku gede tapi p3makaian sejuta udah habis,4,ka tokped maki batas limit limit ku gede pmakaian juta habis,negatif
"tolong jaringan nya kondisikan, turun jauh sama kualitas toko sebelah😞",2,tolong jaring nya kondisi turun kualitas toko belah,positif
"Parah gratis ongkir sekarang gak ada disini, udah gak dapat saya",1,parah gratis ongkir,netral
"Maaf, saya tidak bisa login.. kenapa ya?",1,maaf login ya,positif
toped aplikasi yang sangat mantap dan membantu dalam mencari barang yang kita butuhkan,5,toped aplikasi mantap bantu cari barang butuh,negatif
Good looking,5,good looking,positif
GK ngerti skrg konsep nya paket di oper jasa ini trs di oper lagi jasa jasa itu. Di oper lagi jasa itu. Prasaan dulu GK gini. pengiriman sampai skrg blm nyampe tuh paket . DKI-BDG hampir SEMINGGU .hedeh😤,1,ngerti skrg konsep nya paket oper jasa trs oper jasa jasa oper jasa prasaan gin kirim skrg blm nyampe tuh paket dkibdg minggu hedeh,positif
tolong coba bikin ekspedisi pengiriman instant+makanan gitu kayak aplikasi sebelah.saya yakin banyak yang minat😊,5,tolong coba bikin ekspedisi kirim instantmakanan gitu kayak aplikasi sebelahsaya minat,netral
"Bagus aplnya walau kasang suka ngelag/lemot, kedepanya sering"" gratis ongkir.",5,bagus aplnya kasang suka ngelaglemot depa gratis ongkir,positif
mantap cepat,5,mantap cepat,positif
sangat puas,5,puas,positif
"Halo min Tolong untuk perpesanan Tokopedia dibenerin Kasih filter pesan yg blm terbaca,blm di bls dll Sama notifikasi jgn dicampur dengan pesan Bikin bingung saja kalau ada pembeli malah di check notif doank kan buang² waktu",3,halo min tolong pesan tokopedia dibenerin kasih filter pesan yg blm terbacablm bls dll notifikasi campur pesan bikin bingung beli check notif doank buang,positif
Sudah 6 tahun saya pakai apk ini .ok no problem,5,pakai apk oke no problem,netral
Estimasi pesananan sampai tgl 3-6 ditunggu sampe tgl 6 ga sampe juga mau komplen harus nunggu dulu sampe tgl 8 setelah tgl 8 dikomplen masih harus nunggu sampe tgl 11 buat investigasi berbelit bgt ga sat set kaya toko sebelah kecewa lah,1,estimasi pesananan tanggal tunggu sampe tanggal sampe komplen nunggu sampe tanggal tanggal dikomplen nunggu sampe tanggal investigasi belit bgt sat set kaya toko belah kecewa,negatif
"Semoga selalu amanah, biar berkah. Sukses selalu",4,moga amanah biar berkah sukses,positif
"puas oke,",5,puas oke,positif
"Aplikasi nya terlalu rumit,buat pembatalan pesanan aj g ada.tidak seperti aplikasinya lainnya selalu ada fitur pembatalan. Nyesel w download apk ini.maaf saya unistal aja.",3,aplikasi nya rumitbuat batal pesan aj adatidak aplikasi fitur batal nyesel download apk inimaaf unistal aja,negatif
Mntapp,5,mntapp,netral
pelayanannya cepet,5,layan cepet,positif
puas,5,puas,positif
bermanfaat banget,5,manfaat banget,positif
okkk,5,okkk,netral
Aku kasih bintang 5 untuk apl in karna memang seru banget apalagi banyak discount nya buruan downlod deh di jamin gk bakalan nyesel,5,kasih bintang apl in karna seru banget discount nya buru downlod deh jamin nyesel,negatif
mesen paket disini lama banget ngelewatin estimasinya ew,1,mesen paket banget ngelewatin estimasi ew,positif
Lokal Pride,5,lokal pride,netral
Tokopedia termurah,5,tokopedia murah,netral
ok,5,oke,positif
"Mengapa skrg status aktif seller tidak tampil lg baik di chat maupun di status toko nya? Menyulitkan untuk menentukan toko aktif atau tidak? Saya terjebak memesan ke toko yg tdk aktif, padahal buru2",5,skrg status aktif seller tampil lg chat status toko nya sulit tentu toko aktif jebak mes toko yg aktif buru,netral
mantap,5,mantap,positif
"Dear Tokopedia, kenapa setiap saya daftar nomor baru untuk akun ke-2, selalu terjadi kesalahan sistem?",4,dear tokopedia daftar nomor akun salah sistem,negatif
jos puas,5,jos puas,positif
baik,5,,netral
Oke sangat membantuku bth barang,5,oke bantu bth barang,positif
"Sangat bagus dn membantu kebutuhan. Untuk permintaan kami pelanggan, dari pihak toped tolong jua turunkan ongkir untuk daerah Seram Bagian Barat, Maluku. Karena untuk tahun 2022 dn 2023 itu rata rata ongkir itu masih standar bisa berbanding harga barang.... tapi sekarang, rata2 ongkir itu lebih di atas dari harga barang yg biasa kami belanja",5,bagus dn bantu butuh minta langgan toped tolong jua turun ongkir daerah seram barat malu dn ongkir standar banding harga barang ongkir harga barang yg belanja,netral
"Makin banyak verifikasi. Keamanan cukup no HP sama identitas. Jadi gk semua kebuka di 18+ seperti vape. Payah lah.., mending verifikasinya langsung ke no HP. Ini harus nyambung ke gopay, poto KTP. Ribet banget..",1,verifikasi aman no hp identitas buka vape payah mending verifikasi langsung no hp nyambung gopay poto ktp ribet banget,positif
mantap,5,mantap,positif
"Sumpah jangan mau transaksi di e-commerce ini....lihat saja di instagramnya sudah banyak yang uangnya tidak balik...komplain tidak di respont...barang belum di kirim tapi Tokopedia cuek,saya transaksi di sini dr tanggal 4 Maret 2025 sampai tgl 8 Maret 2025 barang tidak di kirim,menurut aturan dari Tokopedia maka transaksi saya di batalkan dan uang saya akan otomatis dikembalikan...tapi nyatanya hingga saat ini barang saya ga di kirim uang sayapun tidak di kembalikan....",1,sumpah transaksi ecommerce inilihat instagramnya uang balikkomplain respontbarang kirim tokopedia cueksaya transaksi dr tanggal maret tanggal maret barang kirimmenurut atur tokopedia transaksi batal uang otomatis dikembalikantapi barang kirim uang saya kembali,positif
"Saya kirim pesan ke penjual, tapi di inbox kok keterangan tidak ada pesan. Sementara notif ada 14 pesan yang belum dibaca. Tolong diperbaiki. Tlg juga kasi fitur bedain barang kw dan ori.",3,kirim pesan jual inbox terang pesan notif pesan baca tolong baik tlg kasi fitur bedain barang ori,positif
Sudah membayar ongkir tapi tetap pengiriman lama tidak untuk direkomendasikan,1,bayar ongkir kirim rekomendasi,positif
